postal_code,Population,Median Age,Household Income,Per Capita Income,Number of Males,Number of Females,brewery_type,city,country,id,latitude,longitude,name,phone,state,street,tag_list,updated_at,website_url
14891,4473.0,43.6,44448.0,25402.0,2167.0,2306.0,brewpub,Watkins Glen,United States,4906,42.369461,-76.873392,Seneca Lodge Craft Brewing At Seneca Lodge,6075352014,New York,3600 Walnut Rd,[],2018-08-24T15:40:15.622Z,http://www.senecalodge.com
14891,4473.0,43.6,44448.0,25402.0,2167.0,2306.0,brewpub,Watkins Glen,United States,4885,42.38063,-76.87362,Roosterfish Brewing Co.,6075359797,New York,301 N Franklin St,[],2018-08-24T15:40:07.063Z,http://www.roosterfishbrewing.com
14903,6943.0,39.7,45000.0,26194.0,3354.0,3589.0,micro,Elmira,United States,4970,,,Upstate Brewing Co,6175198381,New York,3028 Lake Rd,[],2018-08-11T21:38:43.259Z,http://www.upstatebrewing.com
15010,28115.0,42.2,47993.0,26218.0,13586.0,14529.0,brewpub,Beaver Falls,United States,6017,40.7650557,-80.3192793,Beaver Brewing Co,,Pennsylvania,1820 7th Ave,[],2018-08-24T16:06:31.601Z,http://www.beaverbrewingcompany.com
15021,7662.0,45.3,51824.0,25193.0,3777.0,3885.0,micro,Burgettstown,United States,6072,,,Coal Tipple Brewery / Kramer Farms,7248993344,Pennsylvania,1905 Steubenville Rike,[],2018-08-11T21:39:24.938Z,http://www.coaltipplebrewery.com
15044,26934.0,44.4,93210.0,45246.0,13025.0,13909.0,planning,GIBSONIA,United States,6044,,,"Brewery in Planning - GIBSONIA, PA",7249101619,Pennsylvania,,[],2018-08-11T21:39:23.815Z,
15044,26934.0,44.4,93210.0,45246.0,13025.0,13909.0,micro,Gibsonia,United States,6293,40.6301186,-79.9709659,Strange Roots Experimental Ales,4124072506,Pennsylvania,4399 Gibsonia Road,[],2018-08-24T16:12:22.002Z,http://www.strangerootsbeer.com
15066,12916.0,41.3,43194.0,22946.0,6195.0,6721.0,micro,New Brighton,United States,6228,40.7347750382959,-80.3119013356857,Petrucci Brothers Brewing Co,7249872579,Pennsylvania,911 5th Ave,[],2018-08-24T16:10:59.680Z,http://www.petruccibrothers.com
15068,38292.0,45.3,44778.0,24866.0,18508.0,19784.0,micro,New Kensington,United States,6076,,,Conny Creek Brewing Co,,Pennsylvania,4323 Shearsburg Rd,[],2018-08-11T21:39:25.111Z,http://www.facebook.com/ConnyCreekBrewing/
15071,9897.0,40.5,60172.0,34554.0,4850.0,5047.0,micro,Oakdale,United States,6136,40.3962869475081,-80.184716700234,Helicon Brewing,7246934204,Pennsylvania,102 Union Ave,[],2018-08-24T16:08:58.845Z,http://heliconbrewing.com
15074,8846.0,44.1,47740.0,25590.0,4394.0,4452.0,brewpub,Rochester,United States,6054,40.70091875,-80.2828549,Brixton Brewing,7247282227,Pennsylvania,165 Brighton Ave,[],2018-08-24T16:07:06.979Z,http://www.brixtonbrewing.com
15089,5586.0,47.6,43607.0,25315.0,2714.0,2872.0,micro,West Newton,United States,6025,40.210228,-79.768066,Bloom Brew,7243224494,Pennsylvania,100 Riverside Dr,[],2018-08-24T16:06:43.445Z,http://www.bloombrew.com
15090,22369.0,41.5,120432.0,56627.0,11346.0,11023.0,planning,Wexford,United States,6051,,,Brewery in Planning - WEXFORD,4127264889,Pennsylvania,,[],2018-08-11T21:39:24.019Z,
15090,22369.0,41.5,120432.0,56627.0,11346.0,11023.0,planning,Wexford,United States,6347,,,Young's Brewing,,Pennsylvania,,[],2018-08-11T21:39:33.654Z,
15104,9339.0,35.6,23403.0,15354.0,4411.0,4928.0,micro,Braddock,United States,6038,40.4041599,-79.8702107,Brew Gentlemen,4128715075,Pennsylvania,512 Braddock Ave,[],2018-08-24T16:07:00.138Z,http://www.brewgentlemen.com
15106,19090.0,42.7,44038.0,28161.0,9438.0,9652.0,micro,Heidelberg,United States,6151,40.3926401428571,-80.0875544081633,Insurrection Aleworks,4122762030,Pennsylvania,1635 E Railroad St,[],2018-08-24T16:09:16.906Z,http://insurrectionaleworks.com
15108,40774.0,41.2,63277.0,34383.0,20298.0,20476.0,micro,Coraopolis,United States,5991,40.5098495749574,-80.1502035633831,180 and Tapped,4127375273,Pennsylvania,2010 A State Ave,[],2018-08-24T16:05:59.261Z,http://www.180andtapped.com
15108,40774.0,41.2,63277.0,34383.0,20298.0,20476.0,micro,Coraopolis,United States,6073,40.5174116,-80.1633304788031,Cobblehaus Brewing Company,4122648000,Pennsylvania,1021 5th Ave,[],2018-08-24T16:07:35.220Z,http://www.cobblehauspa.com
15110,5581.0,38.6,20152.0,14095.0,2558.0,3023.0,planning,Duquesne,United States,6250,,,Rogan Brewing Company,4125455400,Pennsylvania,,[],2018-08-11T21:39:30.570Z,http://www.roganbrewing.com
15120,18952.0,43.8,41453.0,24423.0,8673.0,10279.0,brewpub,Homestead,United States,6248,40.4093329,-79.9149542,Rock Bottom Brewery - Pittsburgh,4124622739,Pennsylvania,171 E Bridge St,[],2018-08-24T16:11:26.686Z,http://www.rockbottom.com
15136,21901.0,42.4,40034.0,26514.0,10688.0,11213.0,brewpub,Mc Kees Rocks,United States,5995,,,412 Brews,,Pennsylvania,706 Island Ave,[],2018-08-11T21:39:21.650Z,http://www.412brews.com
15136,21901.0,42.4,40034.0,26514.0,10688.0,11213.0,micro,Mc Kees Rocks,United States,5996,,,Abjuration Brewing,4127661668,Pennsylvania,644 Broadway Ave,[],2018-08-11T21:39:21.697Z,http://www.abjurationbrewing.com
15137,10123.0,44.9,39021.0,23375.0,4916.0,5207.0,micro,North Versailles,United States,6123,40.385971,-79.8261204,Full Pint Brewing Company,4124676414,Pennsylvania,1963 Lincoln Hwy,[],2018-08-24T16:08:43.615Z,http://fullpintbrewing.com
15139,6340.0,48.6,54861.0,40147.0,3004.0,3336.0,planning,Oakmont,United States,6170,,,KNURD Brewing Co,3045509439,Pennsylvania,,[],2018-08-11T21:39:28.050Z,http://www.knurdbrewing.com
15144,4081.0,45.6,52059.0,26428.0,1886.0,2195.0,micro,Springdale,United States,6176,40.541266550239,-79.7784404441805,Leaning Cask Brewing Co,7247157539,Pennsylvania,850 Pittsburgh St,[],2018-08-24T16:09:52.349Z,http://www.leaningcaskbrewing.com
15146,28380.0,45.8,58083.0,32302.0,13679.0,14701.0,micro,Monroeville,United States,6246,40.4474573147353,-79.7638979257406,Rivertowne Pour House,4123728199,Pennsylvania,312 Center Rd,[],2018-08-24T16:11:25.204Z,http://www.myrivertowne.com
15201,13688.0,37.7,45784.0,26392.0,6709.0,6979.0,brewpub,Pittsburgh,United States,6068,40.4620769,-79.9643613,Church Brew Works/Lawrenceville Brewery Inc.,4126888200,Pennsylvania,3525 Liberty Ave,[],2018-08-24T16:07:27.276Z,http://www.churchbrew.com
15201,13688.0,37.7,45784.0,26392.0,6709.0,6979.0,brewpub,Pittsburgh,United States,6069,40.4884044,-79.9224894,Cinderlands Beer Co.,4122510656,Pennsylvania,3705 Butler St,[],2018-08-24T16:07:29.113Z,http://www.cinderlands.com
15201,13688.0,37.7,45784.0,26392.0,6709.0,6979.0,micro,Pittsburgh,United States,6109,40.4668040264767,-79.965533165784,Eleventh Hour Brewing Co,4127165107,Pennsylvania,3711 Charlotte St,[],2018-08-24T16:08:23.989Z,http://www.11thhourbrews.com
15201,13688.0,37.7,45784.0,26392.0,6709.0,6979.0,micro,Pittsburgh,United States,6147,40.4884044,-79.9224894,Hop Farm Brewing Co,,Pennsylvania,5601 Butler St,[],2018-08-24T16:09:12.419Z,
15201,13688.0,37.7,45784.0,26392.0,6709.0,6979.0,contract,Pittsburgh,United States,6232,40.461612877551,-79.9657026122449,Pittsburgh Brewing Co,4126827400,Pennsylvania,3340 Liberty Ave,[],2018-08-24T16:11:04.274Z,http://www.pittsburghbrewing.com
15201,13688.0,37.7,45784.0,26392.0,6709.0,6979.0,micro,Pittsburgh,United States,6255,40.477161,-79.956943,Roundabout Brewery,4126210540,Pennsylvania,4901 Butler St,[],2018-08-24T16:11:35.532Z,http://roundaboutbeer.com
15202,19654.0,39.7,43791.0,29474.0,9214.0,10440.0,micro,Pittsburgh,United States,6011,40.4488158,-80.0221567,Aurochs Brewing Company,7242608737,Pennsylvania,8321 Ohio River Blvd,[],2018-08-24T16:06:25.638Z,
15202,19654.0,39.7,43791.0,29474.0,9214.0,10440.0,planning,Pittsburgh,United States,6180,,,Lincoln Avenue Brewery,4124274078,Pennsylvania,,[],2018-08-11T21:39:28.349Z,
15203,10134.0,28.7,43734.0,34115.0,5448.0,4686.0,brewpub,Pittsburgh,United States,6144,40.4279919,-79.9639442,Hofbrauhaus Pittsburgh,4122242328,Pennsylvania,2705 S Water St,[],2018-08-24T16:09:09.168Z,http://www.hofbrauhauspittsburgh.com
15206,29098.0,36.6,33792.0,27733.0,12978.0,16120.0,micro,Pittsburgh,United States,6082,40.4695304,-79.9090141,Couch Brewery,4124411724,Pennsylvania,1351 Washington Blvd,[],2018-08-24T16:07:49.623Z,http://www.couchbrewery.com
15206,29098.0,36.6,33792.0,27733.0,12978.0,16120.0,planning,Pittsburgh,United States,6016,,,Bayonet Cider Company,5134841943,Pennsylvania,,[],2018-08-11T21:39:22.688Z,
15206,29098.0,36.6,33792.0,27733.0,12978.0,16120.0,micro,Pittsburgh,United States,6081,40.4726062,-79.9232026,CoStar Brewing Inc.,,Pennsylvania,919 N Saint Clair St,[],2018-08-24T16:07:48.130Z,
15206,29098.0,36.6,33792.0,27733.0,12978.0,16120.0,micro,Pittsburgh,United States,6107,40.4589113721929,-79.9116269587993,East End Brewing Co,4125372337,Pennsylvania,147 Julius St,[],2018-08-24T16:08:22.529Z,http://www.eastendbrewing.com
15207,11245.0,41.5,39707.0,22792.0,5141.0,6104.0,micro,Pittsburgh,United States,6080,40.426118665802,-79.9404082589853,Copper Kettle Brewing Co,,Pennsylvania,557 Greenfield Ave,[],2018-08-24T16:07:46.643Z,
15209,12875.0,42.4,56273.0,27925.0,5999.0,6876.0,micro,Pittsburgh,United States,6132,,,Grist House Craft Brewery,4124471442,Pennsylvania,10 Sherman St,[],2018-08-11T21:39:26.907Z,http://www.gristhouse.com
15209,12875.0,42.4,56273.0,27925.0,5999.0,6876.0,micro,Pittsburgh,United States,6292,40.4546063,-79.9951469,Strange Roots Experimental Ales,4124072506,Pennsylvania,501 E Ohio St,[],2018-08-24T16:12:18.934Z,http://www.strangerootsbeer.com
15212,28243.0,38.4,37699.0,25496.0,14316.0,13927.0,micro,Pittsburgh,United States,5999,40.454249330209,-80.0006107346519,Allegheny City Brewing,4129043732,Pennsylvania,507 Foreland St,[],2018-08-24T16:06:09.640Z,http://www.alleghenycitybrewing.com
15212,28243.0,38.4,37699.0,25496.0,14316.0,13927.0,micro,Pittsburgh,United States,6226,40.457132,-79.9916372219515,Pennsylvania Brewing Co,4122379402,Pennsylvania,800 Vinial St,[],2018-08-24T16:10:58.189Z,http://www.pennbrew.com
15212,28243.0,38.4,37699.0,25496.0,14316.0,13927.0,planning,Pittsburgh,United States,6182,,,Links Brewing Company,4123239774,Pennsylvania,,[],2018-08-11T21:39:28.415Z,
15212,28243.0,38.4,37699.0,25496.0,14316.0,13927.0,brewpub,Pittsburgh,United States,6278,40.4464115,-80.008595,Southern Tier Brewing Co,4123012337,Pennsylvania,316 N Shore Dr,[],2018-08-24T16:12:03.789Z,http://www.stbcbeer.com
15212,28243.0,38.4,37699.0,25496.0,14316.0,13927.0,planning,Pittsburgh,United States,6213,,,National Beer Museum Development Group,4123983236,Pennsylvania,,[],2018-08-11T21:39:29.333Z,http://www.BrewMuseum.com
15212,28243.0,38.4,37699.0,25496.0,14316.0,13927.0,micro,Pittsburgh,United States,6251,,,Rooney's Beer Company,4122515995,Pennsylvania,800 Vinial St Ste B204,[],2018-08-11T21:39:30.618Z,http://rooneysbeer.com
15215,12834.0,41.9,60148.0,43376.0,6378.0,6456.0,micro,Pittsburgh,United States,6093,40.3986205102041,-79.8411685918367,Dancing Gnome Beer,4124082083,Pennsylvania,925 Main St,[],2018-08-24T16:08:06.065Z,http://www.dancinggnomebeer.com
15228,18099.0,40.7,72396.0,41968.0,8726.0,9373.0,brewpub,Pittsburgh,United States,6143,,,Hitchhiker Brewing Co.,4123431950,Pennsylvania,190 Castle Shannon Blvd,[],2018-08-11T21:39:27.249Z,http://www.hitchhikerbrewing.com
15233,4387.0,37.6,33780.0,20368.0,3223.0,1164.0,contract,Pittsburgh,United States,6104,40.453467547885,-80.0179069090485,Duquesne Brewing of Pittsburgh,4128312779,Pennsylvania,932 W North Ave,[],2018-08-24T16:08:18.131Z,
15234,14146.0,44.0,55538.0,30433.0,6775.0,7371.0,brewpub,Castle Shannon,United States,6203,40.3644178156281,-80.021632980547,Mindful Brewing Company,4126683857,Pennsylvania,3759 Library Rd,[],2018-08-24T16:10:25.014Z,http://Www.mindfulbrewing.com
15236,29836.0,44.5,58435.0,29691.0,14252.0,15584.0,brewpub,Pittsburgh,United States,6279,,,Spoonwood Brewing Company,4128330333,Pennsylvania,5981 Baptist Rd,[],2018-08-11T21:39:31.488Z,http://www.spoonwoodbrewing.com
15301,49266.0,44.0,50902.0,27160.0,24017.0,25249.0,brewpub,Washington,United States,6335,40.0730843125,-80.0207678125,Washington Brewing Co,7242225050,Pennsylvania,28 E Maiden St,[],2018-08-24T16:13:15.885Z,http://thewashingtonbrewingcompany.com
15317,36569.0,43.6,65402.0,35973.0,17601.0,18968.0,micro,Canonsburg,United States,6259,40.2585645714286,-80.1875048571429,Rusty Gold Brewing,7244852332,Pennsylvania,43 W Pike St,[],2018-08-24T16:11:39.987Z,
15340,1455.0,44.6,74276.0,30112.0,717.0,738.0,planning,Hickory,United States,6149,,,Imperium Brewing,4129991077,Pennsylvania,,[],2018-08-11T21:39:27.443Z,http://imperiumbrewing.com
15401,31654.0,45.0,34950.0,22668.0,15126.0,16528.0,micro,Uniontown,United States,6174,39.910080625,-79.71813225,Laurel Highlands Brewing,7248805497,Pennsylvania,21 Enamel St,[],2018-08-24T16:09:49.096Z,http://www.laurelhighlandsbrewing.com
15479,2071.0,43.8,46573.0,26310.0,1033.0,1038.0,contract,Smithton,United States,6166,,,Jones Brewing Co,,Pennsylvania,254 Second Street,[],2018-08-11T21:39:27.921Z,http://www.stoneysbeer.com
15522,11815.0,44.9,42292.0,23491.0,5835.0,5980.0,micro,Bedford,United States,6223,40.021898,-78.5033435,Olde Bedford Brewing Company,9072297942,Pennsylvania,109 Railroad St,[],2018-08-24T16:10:53.425Z,http://www.oldebbc.com
15530,5160.0,45.0,42083.0,21330.0,2572.0,2588.0,micro,Berlin,United States,6339,39.9253058551013,-78.9569570696799,Whitehorse Brewing LLC,8144442436,Pennsylvania,824 Diamond St,[],2018-08-24T16:13:20.362Z,
15601,59313.0,45.2,52719.0,30637.0,28581.0,30732.0,micro,Greensburg,United States,5998,,,All Saints Brewing Co,7242891202,Pennsylvania,1602 State Route 119,[],2018-08-11T21:39:21.802Z,http://www.allsaintscraftbrewing.com
15622,1382.0,53.5,44010.0,31166.0,620.0,762.0,micro,Champion,United States,6167,,,Kegg Brewing Company,7249722350,Pennsylvania,117 Faust Ln,[],2018-08-11T21:39:27.953Z,
15626,5356.0,51.1,53146.0,31861.0,2571.0,2785.0,micro,Delmont,United States,6344,,,Yellow Bridge Brewing Co.,7243003922,Pennsylvania,2266 Route 66,[],2018-08-11T21:39:33.547Z,http://www.yellowbridgebrewing.com
15632,9268.0,44.3,62449.0,35610.0,4748.0,4520.0,micro,Export,United States,6245,40.4214737342474,-79.6373887951658,Rivertowne Brewery - Production Facility,7245192145,Pennsylvania,5578 Old William Penn Hwy,[],2018-08-24T16:11:23.639Z,http://www.myrivertowne.com
15632,9268.0,44.3,62449.0,35610.0,4748.0,4520.0,planning,Export,United States,6097,,,Devout Brewing,,Pennsylvania,,[],2018-08-11T21:39:25.807Z,http://www.devoutbrewingco.com
15642,45544.0,43.6,66267.0,31747.0,22128.0,23416.0,micro,Irwin,United States,6125,40.3248479,-79.7029626,Fury Brewing Company,7248265162,Pennsylvania,13380 US-30,[],2018-08-24T16:08:46.654Z,http://www.furybrewingcompany.com
15642,45544.0,43.6,66267.0,31747.0,22128.0,23416.0,micro,Irwin,United States,6236,,,Quinn Brewing Company,7245905916,Pennsylvania,3000 Commerce Loop Ste 3200,[],2018-08-11T21:39:30.070Z,http://www.quinnbrewing.com
15650,28469.0,44.8,42308.0,23773.0,13786.0,14683.0,brewpub,Latrobe,United States,6121,,,Four Seasons Brewing Co,7245204111,Pennsylvania,745 Lloyd Ave Ext,[],2018-08-11T21:39:26.568Z,http://www.fsbrewing.com
15650,28469.0,44.8,42308.0,23773.0,13786.0,14683.0,regional,Latrobe,United States,6336,40.3190301818182,-79.3898964545455,Western Pennsylvania Brewing Co,,Pennsylvania,119 Jefferson St,[],2018-08-24T16:13:17.424Z,http://www.citybreiwng.com
15666,16538.0,48.6,46993.0,24757.0,7803.0,8735.0,micro,Mount Pleasant,United States,6137,,,Helltown Brewing,7245424339,Pennsylvania,13 Henry C Frick St,[],2018-08-11T21:39:27.065Z,http://www.helltownbrewing.com
15672,3339.0,48.2,43500.0,28313.0,1498.0,1841.0,contract,New Stanton,United States,6275,,,"Sobel's Obscure Brewery, LLC",4125251553,Pennsylvania,954 Arona Rd,[],2018-08-11T21:39:31.355Z,http://www.Sobbrews.com
15690,8858.0,43.3,37991.0,21632.0,4236.0,4622.0,brewpub,Vandergrift,United States,6102,40.588461,-79.57625,Double D Brewing / Dommy's Pizza,7245676789,Pennsylvania,1100 Hancock Ave,[],2018-08-24T16:08:15.099Z,http://dommyspizza.com
15701,34509.0,29.5,40411.0,23139.0,16650.0,17859.0,brewpub,Indiana,United States,6179,,,Levity Brewing Co,,Pennsylvania,1380 Wayne Ave Ste A,[],2018-08-11T21:39:28.297Z,
15701,34509.0,29.5,40411.0,23139.0,16650.0,17859.0,micro,Indiana,United States,6217,,,Noble Stein Brewing Co.,7248018087,Pennsylvania,1170-G Wayne Avenue,[],2018-08-11T21:39:29.455Z,http://www.noblesteinbeer.com
15801,19488.0,42.6,44277.0,22734.0,9614.0,9874.0,brewpub,Du Bois,United States,6099,,,Doc G's Brewing Company,8142997938,Pennsylvania,208 W Long Ave,[],2018-08-11T21:39:25.868Z,
15857,13140.0,46.9,48061.0,25920.0,6337.0,6803.0,regional,Saint Marys,United States,6294,41.4258662236782,-78.5535282090677,Straub Brewery,8143356518,Pennsylvania,303 Sorg St,[],2018-08-24T16:12:23.486Z,http://www.straubbeer.com
15931,9453.0,42.2,59147.0,25310.0,4805.0,4648.0,micro,Ebensburg,United States,6071,40.485306,-78.730634,Coal Country Brewing,8144198648,Pennsylvania,625 W High St,[],2018-08-24T16:07:32.320Z,http://www.coalcountrybrewing.net
16001,39863.0,44.7,43968.0,25303.0,19733.0,20130.0,brewpub,Butler,United States,6063,40.860914,-79.895238,Butler Brew Works,7242645347,Pennsylvania,101 S Main St,[],2018-08-24T16:07:19.649Z,http://www.butlerbrewworks.com
16001,39863.0,44.7,43968.0,25303.0,19733.0,20130.0,brewpub,Butler,United States,6239,40.8587651585366,-79.8954362682927,Reclamation Brewing Company,7242820831,Pennsylvania,221 S Main St,[],2018-08-24T16:11:14.674Z,http://www.reclamationbrewing.com
16001,39863.0,44.7,43968.0,25303.0,19733.0,20130.0,brewpub,Butler,United States,6240,,,Recon Brewing,7242568747,Pennsylvania,1747 N Main St Ext,[],2018-08-11T21:39:30.197Z,http://www.reconbrewing.com
16037,4614.0,44.6,61197.0,28937.0,2427.0,2187.0,brewpub,Harmony,United States,6304,40.8029435,-80.1265021295465,The Harmony Inn,,Pennsylvania,230 Mercer St,[],2018-08-24T16:12:35.287Z,
16046,14608.0,40.2,91888.0,49732.0,7008.0,7600.0,micro,Mars,United States,6287,40.69553485,-80.0095235,Stick City Brewing Company,7247897849,Pennsylvania,109 Irvine ST,[],2018-08-24T16:12:12.782Z,http://www.stickcitybeer.com
16053,4130.0,48.2,55844.0,29656.0,2059.0,2071.0,brewpub,Renfrew,United States,6205,,,Missing Links Brewery,7249962948,Pennsylvania,891 Evans City Rd,[],2018-08-11T21:39:29.118Z,http://www.missinglinksbrewery.com
16055,8416.0,45.2,63526.0,29242.0,4108.0,4308.0,micro,Sarver,United States,6065,,,Cellar Works Brewing Co.,7245242120,Pennsylvania,110 S Pike Rd Ste 205,[],2018-08-11T21:39:24.622Z,http://www.cellarworksbrewing.com
16057,13758.0,23.4,45203.0,21621.0,6493.0,7265.0,micro,Slippery Rock,United States,6219,,,North Country Canning Co,7247942337,Pennsylvania,111 Arrowhead Dr Ste B,[],2018-08-11T21:39:29.514Z,
16057,13758.0,23.4,45203.0,21621.0,6493.0,7265.0,micro,Slippery Rock,United States,6218,41.0634559915871,-80.0556628698963,North Country Brewing Co. LLC,7247942337,Pennsylvania,141 S Main St,[],2018-08-24T16:10:45.848Z,http://www.northcountrybrewing.com
16063,6669.0,48.0,52337.0,34079.0,2983.0,3686.0,micro,Zelienople,United States,6062,,,Burghâers Brewing,4129739628,Pennsylvania,22410 Perry Hwy Ste 410E,[],2018-08-11T21:39:24.515Z,http://Burgherspgh.com
16063,6669.0,48.0,52337.0,34079.0,2983.0,3686.0,brewpub,Zelienople,United States,6270,40.7928506347067,-80.136358917809,"ShuBrew, LLC",7247664426,Pennsylvania,210 S Main St,[],2018-08-24T16:11:53.370Z,
16105,14742.0,47.8,53100.0,31622.0,7327.0,7415.0,brewpub,New Castle,United States,6084,41.0103937,-80.3493196,CR Brewing Company,4122987053,Pennsylvania,3009 Wilmington Rd,[],2018-08-24T16:07:52.584Z,http://www.crbrewingcompany.com
16116,2734.0,48.0,37488.0,21739.0,1327.0,1407.0,micro,Edinburg,United States,6087,,,Crooked Tongue Brewing,7248563765,Pennsylvania,2516 Benjamin Franklin Hwy,[],2018-08-11T21:39:25.463Z,http://www.crookedtonguebrewing.com
16125,18141.0,46.2,41239.0,21931.0,8791.0,9350.0,brewpub,Greenville,United States,6095,41.40444,-80.390239,Depot Saloon,7245884201,Pennsylvania,9 S Race St,[],2018-08-24T16:08:07.573Z,http://www.depotsaloon.com
16127,15968.0,34.3,49222.0,21358.0,7765.0,8203.0,micro,Grove City,United States,6171,41.1604454510374,-80.081300569722,Koehler Brewing Co,8335634537,Pennsylvania,231 Park St,[],2018-08-24T16:09:44.650Z,http://koehlerbrewingcompany.com
16134,4133.0,47.0,41771.0,22150.0,2116.0,2017.0,brewpub,Jamestown,United States,6208,41.5124318475412,-80.4597990466254,Mortals Key Brewing Company,7249321080,Pennsylvania,4224 E Lake Rd,[],2018-08-24T16:10:32.366Z,http://www.mortalskey.com
16137,12757.0,43.8,50159.0,23545.0,7318.0,5439.0,brewpub,Mercer,United States,6301,41.225933,-80.265315,The Barley House Brewing Company LLC,7242697837,Pennsylvania,8399 Sharon Mercer Rd,[],2018-08-24T16:12:30.939Z,http://www.barleyhousebrewing.com
22553,13821.0,36.7,92521.0,35048.0,6994.0,6827.0,micro,Spotsylvania,United States,7066,,,1781 Brewing Company,5408412598,Virginia,11109 Plank Rd,[],2018-08-11T21:40:01.097Z,
22554,52564.0,33.7,103818.0,37370.0,26983.0,25581.0,planning,Stafford,United States,7089,,,Barley Naked Brewing Company,5406234475,Virginia,,[],2018-08-11T21:40:02.099Z,http://www.barleynaked.com
22601,28401.0,35.3,44572.0,25754.0,13801.0,14600.0,brewpub,Winchester,United States,7073,39.1844644615385,-78.1655920769231,Alesatian Brewing Co.,5406672743,Virginia,21 N Loudoun St,[],2018-08-24T16:26:54.915Z,http://www.alesatianbrewing.com
22601,28401.0,35.3,44572.0,25754.0,13801.0,14600.0,micro,Winchester,United States,7158,39.19554463971,-78.1634731985498,Escutcheon Brewing Co.,5407733042,Virginia,142 W Commercial St,[],2018-08-24T16:28:32.700Z,http://www.escutcheonbrewing.com
22601,28401.0,35.3,44572.0,25754.0,13801.0,14600.0,micro,Winchester,United States,7318,39.1885771237113,-78.1622130515464,Winchester Brew Works LLC,5406929242,Virginia,320 N Cameron St,[],2018-08-24T16:31:47.568Z,http://winchesterbrewworks.com
22630,31009.0,40.0,60977.0,29163.0,15191.0,15818.0,brewpub,Front Royal,United States,7167,38.9180285,-78.1919964128219,"Front Royal Brewing Company, LLC",5403610773,Virginia,122 E Main St,[],2018-08-24T16:28:44.874Z,http://www.frontroyalbrewing.com
22645,3638.0,44.8,50202.0,29258.0,1871.0,1767.0,brewpub,Middletown,United States,7083,,,Backroom Brewery,5408698482,Virginia,150 Ridgemont Rd,[],2018-08-11T21:40:01.844Z,http://www.backroombreweryva.com
22657,10508.0,41.7,54238.0,27214.0,5294.0,5214.0,planning,Strasburg,United States,7113,,,Box Office Brewery,5402333353,Virginia,,[],2018-08-11T21:40:02.999Z,http://Info@boxofficebrewery.com
22664,9095.0,42.1,43951.0,21917.0,4302.0,4793.0,brewpub,Woodstock,United States,7322,38.881426480554,-78.5041423486997,Woodstock Brewhouse,5404592739,Virginia,123 E Court St,[],2018-08-24T16:31:52.220Z,http://www.woodstockbrewhouse.com
22701,32200.0,36.3,59808.0,28317.0,15824.0,16376.0,contract,Culpeper,United States,7097,,,Beer Hound Brewery,5403175327,Virginia,201 Waters Pl Apt 102,[],2018-08-11T21:40:02.414Z,
22701,32200.0,36.3,59808.0,28317.0,15824.0,16376.0,micro,Culpeper,United States,7161,,,Far Gohn Brewing Company,5404232089,Virginia,301 S East St,[],2018-08-11T21:40:05.103Z,http://www.fargohnbrewing.com
22701,32200.0,36.3,59808.0,28317.0,15824.0,16376.0,micro,Culpeper,United States,7231,,,Old House Vineyards,5404231032,Virginia,18351 Corkys Ln,[],2018-08-11T21:40:07.506Z,http://www.oldhousevineyards.com
22714,1237.0,37.9,70625.0,24969.0,644.0,593.0,micro,Brandy Station,United States,7233,38.523145,-77.910796,Old Trade Brewery,7742188645,Virginia,13270 Alanthus Rd,[],2018-08-24T16:29:56.346Z,http://www.oldtradebrewery.com
22727,4683.0,45.5,52453.0,24853.0,2123.0,2560.0,micro,Madison,United States,7086,38.3772921,-78.2625296,Bald Top Brewing Company,5409991830,Virginia,1830 Thrift Rd,[],2018-08-24T16:27:14.313Z,http://www.baldtopbrewing.com
22740,1260.0,45.6,39950.0,24845.0,511.0,749.0,micro,Sperryville,United States,7239,,,Pen Druid Brewing,5409875064,Virginia,7 River Ln,[],2018-08-11T21:40:07.930Z,http://www.pendruid.com
22740,1260.0,45.6,39950.0,24845.0,511.0,749.0,micro,Sperryville,United States,7190,38.6578116666667,-78.227195,Hopkins Ordinary Ale Works,5409873383,Virginia,47 Main St,[],2018-08-24T16:29:08.856Z,http://www.hopkinsordinary.com
22801,38142.0,23.0,41200.0,20938.0,18111.0,20031.0,micro,Harrisonburg,United States,7298,38.4487621,-78.8654965,Three Notch'd Valley Collab House,4342930610,Virginia,241 E Market St,[],2018-08-24T16:31:23.497Z,
22801,38142.0,23.0,41200.0,20938.0,18111.0,20031.0,micro,Harrisonburg,United States,7237,,,Pale Fire Brewing Co,5402175452,Virginia,217 S Liberty St Ste 105,[],2018-08-11T21:40:07.864Z,http://www.palefirebrewing.com
22802,28401.0,32.4,44837.0,22008.0,14030.0,14371.0,micro,Harrisonburg,United States,7253,38.4518952234726,-78.870847259293,Restless Moons Brewing,5402172726,Virginia,120 W Wolfe St,[],2018-08-24T16:30:23.497Z,http://www.restlessmoons.com
22802,28401.0,32.4,44837.0,22008.0,14030.0,14371.0,micro,Harrisonburg,United States,7128,38.45757,-78.861099,Brothers Craft Brewing,5404216599,Virginia,800 N Main St,[],2018-08-24T16:27:55.867Z,http://www.brotherscraftbrewing.com
