brewery_name,address,categories,city,country,zip_code,state,Name,lat,long
5 Rabbit Brewery,6398 W 74th St,Brewery,Bedford Park,US,60638,IL,Illinois,,
Alarmist Brewing,4055 W Peterson Ave,Brewery North Park,Chicago,US,60646,IL,Illinois,,
Ale Syndicate,2601 W Diversey Ave,Brewery,Chicago,US,60647,IL,Illinois,,
All Rise Brewing Company,235 N Ashland Ave,Brewery,Chicago,US,60607,IL,Illinois,,
Alter Brewing Company,2300 Wisconsin Ave,Brewery,Downers Grove,US,60515,IL,Illinois,,
Angie's Homestead,306 S Main St,"Cocktail Lounges, Bars & Clubs, Breweries & Brew Pubs, Barbecue, Restaurants & Bars, recreation, Cocktail Lounge Restaurants, Bars, Bars / Taverns, food and drink, Pub Food, Food & Entertainment,  IL, Gifford, Bar & Grill Restaurants",Gifford,US,"61847, 61847-9604",IL,Illinois,40.305333,-88.021542
Aquanaut Brewing Company,5435 N Wolcott Ave,Brewery Bowmanville,Chicago,US,60640,IL,Illinois,,
Arcade Brewery,2041 W Carroll Ave,Breweries & Wineries,Chicago,US,60612,IL,Illinois,,
Argus Brewery,11314 S,"Brewery Roseland, Food & Drink, Tours & Activities, Breweries, Tours, Brewery Tours, Beer & Ale Retail, Beer Tastings & Tours",Chicago,US,60628,IL,Illinois,41.688522,-87.611994
Baderbrau,2515 S Wabash Ave,"Brewery, Sewer Contractors, Plumbing Contractors",Chicago,US,60616,IL,Illinois,41.8468,-87.6251
Beatty Brewing,4531 N Campbell Ave Chicago Il 60625,"IL"">Brewery",Chicago,US,60625,IL,Illinois,41.96405915,-87.69358109
Beer Stuff,444 Chicago Ridge Mall,"Shopping & Stores, Brewer Equipment Supplies & Services, Miscellaneous Retail Stores, NEC, Chicago Ridge Home brewing Beer Equipment and Supplies, Chicago Ridge, IL",Chicago Ridge,US,"60415-2671, 60415",IL,Illinois,41.716231,-87.783517
Begyle Brewing,1800 W Cuyler,"Food & Drink, Breweries",Chicago,US,60613,IL,Illinois,41.95516,-87.67439
Bev Art Brewer and Wine Maker,10033 S Western Ave,Brewer Equipment Supplies & Services,Chicago,US,60643,IL,Illinois,41.711001,-87.681586
Big Muddy Brewing,1430 N 7th St,Brewers,Murphysboro,US,62966,IL,Illinois,37.782339,-89.332116
Billy Goat Tavern,222 Merchandise Mart Plz 2,"Breweries & Brew Pubs, Restaurants, Bar & Grill Restaurants",Chicago,US,60654-1285,IL,Illinois,,
Blue Cat Brew Pub,113 18th St,"Bars & Clubs, Brewery Downtown Rock Island, Brewery, Food & Entertainment",Rock Island,US,61201,IL,Illinois,41.511867,-90.574416
Blue Island Brewing Co.,13357 Olde Western Ave,Brewery,Blue Island,US,60406,IL,Illinois,,
Blue Nose Brewery,6119 East Ave,"Restaurants, Banquet Halls & Reception Facilities, Brewery, Beer & Ale",Hodgkins,US,60525,IL,Illinois,41.7792,-87.85842
Bosacki's Home Brew,610 E Hawley St,Brewery,Mundelein,US,60060,IL,Illinois,,
Bravo Brewing,19th,Brewery Pilsen,Chicago,US,60608,IL,Illinois,,
Breakroom Brewery,2925 W Montrose Ave,"Bars & Pubs, Brewery and Bar Albany Park",Chicago,US,60618,IL,Illinois,41.961117,-87.701916
Brew & Grow,176 W Terra Cotta Ave,"Stationery and Office Supplies, Breweries, Other Business Services, datum, Crystal Lake Wholesale Data Processing Supplies, Lawn & Garden Equipment & Supplies Retail, E-Commerce, stationery, Garden Centers, wholesale, Crystal Lake, IL, Brewer Equipment Supplies & Services, Hobby Shop, supply, processing",Crystal Lake,US,60014,IL,Illinois,42.248314,-88.326927
"Brew & Grow, Roselle",359 W Irving Park Rd,Brewery,Roselle,US,60172,IL,Illinois,41.98768347,-88.090307
Brew and Grow,19 S Morgan St,"Hobby Shop, Miscellaneous Shop, and Brewery, Brewer Equipment Supplies & Services, Hobby Shop, Miscellaneous Shop, and Brewery Near West Side",Chicago,US,60607,IL,Illinois,41.880795,-87.651821
Brew At The Bridge,313 E Washington St,Brewery,Oswego,US,60543,IL,Illinois,,
Brew Camp,4639 N Damen Ave,"Office Buildings & Parks, Hobby Shop Ravenswood, Brewer Equipment Supplies & Services, Hobby Shop",Chicago,US,60625,IL,Illinois,41.966303,-87.678921
Brew Camp Inc,1826 W Wilson Ave,"Office Buildings & Parks, Brewer Equipment Supplies & Services",Chicago,US,60640,IL,Illinois,41.965305,-87.675562
Brew Pub,1901 W Madison St,Brewery Near West Side,Chicago,US,60612,IL,Illinois,,
Brewers Bottlers & Beverage Equipment Company,7233 N Sheridan Rd,Brewer Equipment Supplies & Services,Chicago,US,60626,IL,Illinois,42.013094,-87.663414
Brickstone Brewery,557 William R Latham Senior Dr,"Barbar, Brewerybrewery, Restaurantrestaurant, Bar, Brewery",Bourbonnais,US,60914,IL,Illinois,,
Brody's Irish Pub,1941 W Galena Blvd,"Pubs, Bars & Pubs, Sports Bars, Restaurant, Pub, and Brewery, Taverns",Aurora,US,60506,IL,Illinois,41.764404,-88.362526
Bunn-o-matic Corporation,1400 Adlai Stevenson Dr,"Importers, Electric Fans, Government Contractors, Brewer Equipment Supplies & Services, Coffee Makers",Springfield,US,62703,IL,Illinois,39.757382,-89.635247
Burke Beverage Inc,4900 Vernon St,"Office, Brewery, and Building",La Grange,US,60525,IL,Illinois,,
Burnt City Brewing Company,2747 N Lincoln Ave,"American Restaurant, Brewery, Bar",Chicago,US,60614,IL,Illinois,41.931664,-87.65748
Carbondale Craft Beer Llc,137 Bluff Winery Rd,Brewers,Ava,US,62907,IL,Illinois,37.888385,-89.494817
Carlyle Brewing Co.,215 E State St,"Bars & Clubs, Restaurant, Nightlife, Brewery Downtown Rockford, Brewery",Rockford,US,61104,IL,Illinois,42.269053,-89.090416
Cary Ale House & Brewing Company,208 W Main St,Brewery,Cary,US,60013,IL,Illinois,42.2090044,-88.24311634
Chaos Brew Club,2417 W Hubbard St,"Brewery Fulton Market, Brewery West Town, Breweries",Chicago,US,60612,IL,Illinois,41.889439,-87.687578
Chicago Beer Co,1156 Chippewa Trl,"Breweries, Management Consultants",Sugar Grove,US,60554,IL,Illinois,41.764584,-88.415159
Chicago Brew Bus,4832 W Eddy St,"Tourist Information & Attractions, Bus Tours, General Travel Kilbourn Park, Tours & Activities, Food & Drink, Amusement Places & Arcades, Places Of Interest, Tours, Brewery Tours, Travel Agencies, Beer Tastings & Tours",Chicago,US,60641,IL,Illinois,41.94551,-87.74848
Chicago Brewery Tours,1800 N Clybourn (free Parking),"Food & Drink, Tours & Activities, Tours, Brewery Tours, Beer Tastings & Tours, Tour",Chicago,US,60614,IL,Illinois,41.91404,-87.65388
"Chicago Quickly Locksmith, Revolution Brewing",2323 N Milwaukee Ave,"Auto Locks & Lockout Services, Locksmith Referral Services, Locks & Locksmiths Commercial & Industrial, Gastropub, Brewery and Gastropub, Brewer Equipment Supplies & Services, Brewery, Locks & Locksmiths",Chicago,US,60647,IL,Illinois,41.923735,-87.698306
City Beverage,1110 Lafayette,Brewery,Bloomington,US,,IL,Illinois,,
City Beverage LLC,2064 W 167th St,"Markham Il, Beverages, Malt Beverages, Markham Malt Beverages, Malt Beverages In Markham Il, Manufacturing Malt Beverages, Breweries",Markham,US,60428-5605,IL,Illinois,,
City Limits Saloon & Grill,4514 Ninth St,"Restaurants, American Restaurants, Barbecue, Breweries & Brew Pubs, Bar & Grill Restaurants, Take Out Restaurants, recreation, food and drink",Rock Island,US,61201,IL,Illinois,41.47,-90.58
Classic Vending Inc,3912 W Mclean Ave,"Vending Machine Parts & Supplies Wholesale & Manufacturers, Pubs, Breweries, Vending Machines Wholesale & Manufacturers, Beer & Ale Distributors",Chicago,US,60647,IL,Illinois,41.918241,-87.725337
Clayton's Tap,122 W Washington St,"Bars, Restaurant, Caterers, Restaurants, Brewery, Bar & Grills, Taverns",Morris,US,60450-2145,IL,Illinois,41.357586,-88.42468
Connoisseur Encounters,1341 Barclay Blvd,"Brewer Equipment Supplies & Services, Beverage Dispensing Equipment Supplies & Repair",Buffalo Grove,US,60089,IL,Illinois,42.175717,-87.932075
Copper Dragon Brewing Co,700 E Grand Ave,"solrjson:[\\""Illinois, Brewery products manufacturing machinery, commercial, Bars & Clubs, Carbondale, Caterers, Event Planning, \\"",\\""Home\\"",\\""Illinois\\"",\\""Carbondale\\"",\\""Wholesale Trade-durable Goods\\"",\\""Industrial machinery and equipment\\"",\\""Brewery products manufacturing machinery, commercial\\"",\\""U.S.\\"",\\""Carbondale, IL\\"",\\""Machinery & Equipment\\"",\\""Industrial Machinery and Equipment\\"",\\""Carbondale Brewery Products Manufacturing Machinery, Commercial\\, Machinery & Equipment, Industrial Machinery and Equipment, Carbondale, IL, Carbondale Brewery Products Manufacturing Machinery, Commercial, Wholesale Trade-durable Goods, Industrial machinery and equipment, Liquor Stores, Food & Entertainment",Carbondale,US,62901,IL,Illinois,37.717643,-89.19961
"Corridor Brewery Provisions, Corridor Brewery & Provisions",3446 N Southport Ave,"Brew Pubs, Restaurants, Gastropub, Brewery, Beer & Ale",Chicago,US,60657,IL,Illinois,41.944546,-87.663925
Countryside Tours,110 Green Street Galena Post,"Wine Tours & Tastings, Food & Drink, Tours & Activities, Brewery Tours, Tour, Beer Tastings & Tours",Galena,US,61036,IL,Illinois,42.414173,-90.42925
Crossroads of Wooddale Tavern & Eatery,396 W Irving Pk Rd,"Pizza, Bar & Grill Restaurants, Breweries & Brew Pubs, Restaurants, Caterers",Wood Dale,US,60191-1322,IL,Illinois,,
Cruz Blanca Cervecer��a & Taqueria,904 W Randolph St,"Brewery, Mexican Restaurant, Restaurant and Brewery Fulton Market, Restaurant and Brewery",Chicago,US,60607,IL,Illinois,41.88455674,-87.65002273
Declans Irish Pub,1240 N Wells St,"Restaurants, Bars & Pubs, Pub, Breweries, Irish Restaurants",Chicago,US,60610,IL,Illinois,41.905142,-87.634698
Destihl Restaurant & Brew Works,301 N Neil St,"landsacping, Champaign, IL, Champaign, local businesses, Brewery, American Restaurant, and Bar, Attorneys & Lawyers, home & garden,  IL",Champaign,US,61820,IL,Illinois,40.11839617,-88.24374855
D-j's Place Inc,106 N Chestnut St,"Bars & Clubs, Bars & Pubs, Breweries & Brew Pubs, Pubs, Restaurants, Le Roy, Restaurants & Bars, recreation, Taverns, Bars / Taverns, food and drink, Le Roy Pubs, Food & Entertainment,  IL, Bar & Grill Restaurants",Le Roy,US,"61752-1405, 61752",IL,Illinois,40.347245,-88.760494
Dry Hop Brewers,3155 N Broadway St,"Bistros, Bars, American Restaurants, Brew Pubs, Bars & Pubs, Restaurants, Pub, Breweries, Brewery, Beer & Ale, Bar & Grills, Taverns",Chicago,US,60657,IL,Illinois,41.939364,-87.644171
East Side Inc,104 S Main St,"Bars & Clubs, Bars / Taverns, Bars & Pubs, Restaurants, Pubs, Breweries & Brew Pubs, Restaurants & Bars, Food & Entertainment,  IL, Taverns, Bar & Grill Restaurants",Virginia,US,"62691, 62691-1312",IL,Illinois,39.949742,-90.210498
Emmett's Ale House,5200 Main St,"Bars & Clubs, Mortgage Brokers & Lenders, Brewery, Bar, Real Estate, Food & Entertainment",Downers Grove,US,60515,IL,Illinois,41.792654,-88.010207
Emmett's Tavern & Brewing Co,128 W Main Saint (at 2nd St),Brewery,W Dundee,US,60118,IL,Illinois,42.09821445,-88.27846169
Emmett's Tavern & Brewing Co.,128 W Main St,Brewery,W Dundee,US,60118,IL,Illinois,42.09821445,-88.27846169
"Emmett's Tavern & Brewing Co., Emmett S Tavern & Brewing Co",110 N Brockway St,"American Restaurant, Bars & Clubs, Brewery, Food & Entertainment",Palatine,US,60067,IL,Illinois,42.113064,-88.046134
Empirical Brewery,1801 W Foster Ave,"Breweries, Brewery",Chicago,US,60640,IL,Illinois,41.975968,-87.675137
Emporium The,214 E State St,"Billiard Equipment & Supplies, Billiard Parlors, Breweries & Brew Pubs, Cocktail Lounges, Bar & Grill Restaurants",Jacksonville,US,62650-2028,IL,Illinois,,
Engrained Brewing Company,1120 W Lincolnshire Blvd,"Brewery, American Restaurant, and Whisky Bar, Breweries",Springfield,US,62711,IL,Illinois,39.747978,-89.671353
Export Hq,Ashland & Cortez,Brewery,Chicago,US,60642,IL,Illinois,,
Finch Beer Co,1800 W Walnut St,Breweries,Chicago,US,60612,IL,Illinois,41.886182,-87.672064
Flaherty's Beef & Brew,418 S Main St,"Bars & Clubs, Restaurants, Breweries & Wineries, American, Brewery, Traditional",Lombard,US,60148,IL,Illinois,,
Flesk Brewing Co.,844 N Ridge Ave,Brewery,Lombard,US,60148,IL,Illinois,,
Flossmoor Station Brewing Co,1035 Sterling Ave,"Restaurants, Pubs, Breweries",Flossmoor,US,60422,IL,Illinois,41.543047,-87.678831
Forbidden Root Restaurant & Brewery,1746 W Chicago Ave,"Pub, Brewery",Chicago,US,60622,IL,Illinois,41.8961716,-87.6715088
Foremost Liquors,6111 W Diversey Ave,brewery,Chicago,US,60639,IL,Illinois,,
Fox and Hound,910 W Dundee Rd,"Bars, Brew Pubs, Restaurants, Pub, Brewery, Sports Bar, Brewery, and Pub, Sports Bar",Arlington Heights,US,60004,IL,Illinois,42.13993592,-87.99440015
Frankly Yours Ii Inc,1580 E Algonquin Rd,"Brewer Equipment Supplies & Services, Beverage Dispensing Equipment Supplies & Repair",Schaumburg,US,60173,IL,Illinois,42.067343,-88.040575
Generations Brewing Company and Taproom,1400 S Adams Ave,Brewery,Freeport,US,61032,IL,Illinois,,
Germantown Grille,513 Jubilee Ln,"Restaurants, Brewery, Bar & Grills",Germantown Hills,US,61548,IL,Illinois,40.765682,-89.473595
Gino's Brewing Company,500 N La Salle Dr,"Brewery River North, Brewery",Chicago,US,60654,IL,Illinois,,
Gino's East,500 N Lasalle St,"brewery, Restaurant, pizza place, gastropub",Chicago,US,60654,IL,Illinois,41.890801,-87.632686
Glass House Tavern,700 Pulaski St,"Bars & Clubs, Breweries & Brew Pubs, Pub Food, Food & Entertainment, Bar & Grill Restaurants",Lincoln,US,"62656, 62656-2828",IL,Illinois,40.144565,-89.361363
Glunz Family Winery & Cellars,888 E Belvidere Rd,"Wineries, Brewers",Grayslake,US,60030,IL,Illinois,42.337564,-88.025936
Goodfellas Bar,107 N Bloomington St,"Bars & Clubs, Breweries & Brew Pubs, Barbecue, Food & Entertainment, Bar & Grill Restaurants",Streator,US,"61364-2207, 61364",IL,Illinois,41.121111,-88.835348
Goose Island Beer Co,1800 W Fulton St,"Brewery West Town, Breweries, Brewery",Chicago,US,60612,IL,Illinois,41.886981,-87.672077
Goose Island Beer Company - Wwhq,240 N Ashland Ave,Brewery,Chicago,US,60607,IL,Illinois,,
Goose Island Brewery Restaurant,Concourse L Terminal 3,"American Restaurant, Brewery, Bar, Brewery, and American Restaurant, Bar",Chicago,US,60666,IL,Illinois,41.97683224,-87.89725542
Goose Island Brewpub,1800 N Clybourn,"Bars & Clubs, Breweries, Nightlife, Food & Drink",Chicago,US,60614,IL,Illinois,41.913727,-87.65373
Granite City Food Brewery,7140 Harrison Ave 108,"Restaurants, Pubs, Bar & Grill Restaurants, Bars & Pubs, Breweries",Rockford,US,61112,IL,Illinois,42.24118,-88.976818
Granite City Food-brewery,14035 S La Grange Rd,"Bars & Pubs, Restaurants, Pubs, Breweries, Wine Bars, Bar and Restaurant, Bars, Restaurant, Brew Pubs, Food and Beverage, Bar, Food & Entertainment, Bar & Grills, Bar & Grill Restaurants",Orland Park,US,60462,IL,Illinois,41.635546,-87.853633
Half Acre Brewery,4257 N Lincoln Ave,"Restaurant, Breweries, Wineries, Beer & Ale Retail",Chicago,US,60618,IL,Illinois,41.959181,-87.682037
Half Acre Brewing Co,2041 W Carroll Avenue 401,"Chicago Il, Beverages, Malt Beverages, Chicago Brewers, Chicago,  IL",Chicago,US,60612-1630,IL,Illinois,,
Half Day Brewing,200 Village Grn,Brewery,Lincolnshire,US,60069,IL,Illinois,,
Hamburger Mary's / Andersonville Brewing,5402 N Clark St,"Brewery, Brewery, Bar, and Burger Joint Andersonville, Bar, Burger Joint, Brewery, Bar, and Burger Joint",Chicago,US,60640,IL,Illinois,,
Hard Times Ii Bar & Grill,305 S Ohio St,"Barbecue, Breweries & Brew Pubs, Bar & Grill Restaurants, Camp Point,  IL, Restaurants & Bars, Bars / Taverns, Bars",Camp Point,US,62320-1443,IL,Illinois,,
Haubrich Enterprises Inc,1901 Seminary Rd,"Wholesale Water Cooler Equipment, Distillers, Beverage Manufacturers, Bottle Manufacturers, Water Cooler Manufacturers, Wholesale Refrigeration Equipment, Wholesale Bottles, Wholesale Liquor, Breweries",Quincy,US,62301,IL,Illinois,39.954707,-91.385869
Haymarket Cafe,123 N Halsted St,"Caf and Brewery, Caf and Brewery West Town",Chicago,US,60661,IL,Illinois,,
Haymarket Pub & Brewery,737 W Randolph St,"Bars & Pubs, Pubs, Breweries, Brewery, Bar",Chicago,US,60661,IL,Illinois,41.884199,-87.646916
Heart of Illinois Hydro & Homebrew Supply,7800 N Sommer St,"Brewer Equipment Supplies & Services, Malt & Hops",Peoria,US,61615,IL,Illinois,40.782007,-89.61312
Heineken Usa,1901 Butterfield Rd,"Beer and Ale, Beverages, Downers Grove Wholesale Beer and Ale, Brewer Equipment Supplies & Services, Downers Grove, IL, Beverage Dispensing Equipment Supplies & Repair",Downers Grove,US,"60515, 60515-7915",IL,Illinois,41.832567,-88.030777
Hickory Ridge Vineyard,1598 Hickory Rdg Rd,"Wineries, Vineyards, Brewers",Pomona,US,62975,IL,Illinois,37.634477,-89.365752
Hidden Lake Winery,10580 Wellen Rd,"Vineyards, Brewers, Wineries, Liquor Stores, Food & Entertainment",Aviston,US,62216,IL,Illinois,38.6014,-89.6126
Hooeys Tavern,633 N 12th St,"Cocktail Lounges, Quincy Illinois, Bars & Clubs, Bars & Pubs, Restaurants, Breweries & Brew Pubs, Venues, Bar, Cocktail Lounge Restaurants, Food & Entertainment, Taverns, Bar & Grill Restaurants",Quincy,US,62301,IL,Illinois,39.938497,-91.396557
Hopewell Brewing,2760 N Milwaukee Ave,Breweries,Chicago,US,60647,IL,Illinois,41.931136,-87.711141
Hopvine Brewing Company,4030 Fox Valley Center Dr,"American Restaurant, Restaurant, Gastropub, Brewery",Aurora,US,60504,IL,Illinois,41.7609,-88.2117
Illinois Brewing Co,102 N Center St,brewery,Bloomington,US,61701,IL,Illinois,40.47878,-88.9946
Imperial Oak Brewing,501 Willow Blvd,"Bars, Brew Pubs, Restaurants, Banquet Halls & Reception Facilities, Brewery, Night Clubs, Taverns",Willow Springs,US,60480,IL,Illinois,41.73246765,-87.87836456
Ivesdale Tavern Inc,203 Chapin St,"Breweries & Brew Pubs, Cocktail Lounges, Bar & Grill Restaurants, Cocktail Lounge Restaurants",Ivesdale,US,61851-6185,IL,Illinois,,
J P Cools Bar,14 N Jefferson St,"Cocktail Lounges, Barbecue, Breweries & Brew Pubs, Restaurants, Restaurants & Bars, Cocktail Lounge Restaurants, Taverns, Mansfield, Bars, Bars / Taverns, Brew Pubs, Bar & Grills,  IL, Bar & Grill Restaurants",Mansfield,US,"61854, 61854-6185",IL,Illinois,40.21265,-88.50542
Jack's Tavern,106 E Main St,"Cocktail Lounges, Bars & Clubs, Bars / Taverns, Pubs, Breweries & Brew Pubs, Restaurants & Bars, Pub Food, Cocktail Lounge Restaurants, Food & Entertainment,  IL, Tolono, Bar & Grill Restaurants",Tolono,US,"61880, 61880-9686",IL,Illinois,39.985621,-88.260425
Jakob Von Vineyard,230 Highway 127,"Wineries, Vineyards, Brewers",Altopass,US,62905,IL,Illinois,37.602545,-89.325339
Jfcw Local 4d,300 Mclean St,"Brewers, Wineries",Pekin,US,61554,IL,Illinois,40.563815,-89.65138
Joe's Brewery,706 S Fifth St,"Bars & Clubs, Food & Drink, Nightlife, Breweries",Champaign-urbana,US,61820,IL,Illinois,40.10971,-88.23204
John S Rhodell Brewery,619 S W Water Saint B2,"Brewers, Business Consultants",Peoria,US,61602,IL,Illinois,40.685727,-89.59479
John S. Rhodell Brewing,100 Walnut St,"Bars & Clubs, Breweries, Nightlife, Food & Drink",Peoria,US,61602,IL,Illinois,40.686424,-89.5938
K2 Brewing,1910 Crimson Ln,Brewery Hawthorne Hills,Bloomington,US,61704,IL,Illinois,,
Kaskaskia Brewing Co,105 E Market St,"Restaurants, Brewers, Bar & Grills",Red Bud,US,62278,IL,Illinois,38.211742,-89.99405
Kelleher's Irish Pub & Eatery,619 S W Water St,"Bars & Clubs, Food & Entertainment, Pub, Brewery, and Bar",Peoria,US,61602,IL,Illinois,40.685873,-89.594084
King Crab Tavern & Seafood Grill,1419 Glenview Rd,"Beer & Beverages, Breweries & Brew Pubs, Crabs & Crab Houses, Restaurants, Bar & Grill Restaurants",Glenview,US,60025-3113,IL,Illinois,,
Koval Distillery,5121 N Ravenswood Ave,"Distillers, Tours & Excursions, Brewers, Event Planning, Attractions, Distillery, Liquor Store, and Office",Chicago,US,60640,IL,Illinois,41.974905,-87.6743
Lagunitas Brewing Company,2558 W 16th St,Breweries,Chicago,US,60608,IL,Illinois,41.859439,-87.68959
Lagunitas Taproom,1843 N Washtenaw Ave,"Brewery, Beer Bar",Chicago,US,60608,IL,Illinois,,
Lake Effect Brewing Co Llc,4727 W Montrose Ave C,Breweries,Chicago,US,60641,IL,Illinois,41.960576,-87.746068
Lake Effect Brewing Company,4727 W Montrose Ave Suit C,"Food & Drink, Breweries",Chicago,US,60641,IL,Illinois,41.96032,-87.7459
Lakeshore Beverage,1401 E Algonquin Rd,"General Merchandise Wholesale, Breweries, Beer & Ale Distributors",Arlington Heights,US,60005,IL,Illinois,42.031862,-87.950864
Last Call,105 Main St,"Cocktail Lounges, Bars & Clubs, Bars / Taverns, Penfield, Breweries & Brew Pubs, Barbecue, Restaurants & Bars, Penfield Pubs, Cocktail Lounge Restaurants, Food & Entertainment,  IL, Bar & Grill Restaurants",Penfield,US,"61862-8420, 61862",IL,Illinois,40.305821,-87.947619
Leaders Beverage,4038 N Nashville Ave,Business Service and Brewery,Chicago,US,60634,IL,Illinois,,
Leisy Brewing Co Inc,7212 N Villa Lake Dr,Brewers,Peoria,US,61614,IL,Illinois,40.775112,-89.638851
Lena Brewing Company,9416 W Wagner Rd,"Tours & Activities, Food & Drink, Breweries, Tours, Brewery Tours, Beer Tastings & Tours",Lena,US,61048,IL,Illinois,42.357124,-89.798874
Light The Lamp Brewery,10 N Lake St,"Bars & Clubs, Food & Drink, Nightlife, Breweries",Grayslake,US,60030,IL,Illinois,42.344513,-88.04433
Lucenta Tire,24059 S Municipal Dr,"Tires & Wheel Alignment, Automotive Shop Brewery, Auto Repair & Service, Channahon, Automotive, Channahon Brake Service, Brake Service, Consumer Services, Automotive Repair and Maintenance, Automotive Repair Shops,  IL, Automotive Services,  NEC",Channahon,US,60410,IL,Illinois,41.446134,-88.20462
Lucrative Lucci's,11261 W Leland Ave,"IL"">Brewery, IL>Brewery",Beach Park,US,60099,IL,Illinois,42.42529039,-87.85039889
Lunar Brewing Company,54 E Saint Charles Rd,Brewery and Bar,Villa Park,US,60181,IL,Illinois,,
Mac's Home Brew,836 N 5th St,"Hobbies & Collectibles, Shopping, Winemaking Equipment & Supplies, Model & Crafts, Brewer Equipment Supplies & Services",Quincy,US,62301,IL,Illinois,39.941146,-91.408149
Majestic Foods Inc,253 Commerce Dr,"Food Stores, Grocery Stores, Breweries",Grayslake,US,60048,IL,Illinois,42.340388,-88.022274
Makraft Brewing Co.,531 S Poplar St,"Breweries, Food & Drink",Centralia,US,62801,IL,Illinois,38.52196,-89.13443
Manny's Ale House,Saint Charles Rd,Brewery,Elmhurst,US,,IL,Illinois,,
Mark Anthony Brands Inc,328 S Jefferson St,"Sales Organizations, Beverages Retail, Breweries, Liquor Stores, Management Consultants, Alcoholic Beverages Wholesale & Manufacturers",Chicago,US,60661,IL,Illinois,41.877593,-87.642689
Mercado Lel Valle,2024 S Leavitt St,"brewery, wine bar",Chicago,US,60608,IL,Illinois,41.8546,-87.681
Metal Monkey Brewing,515 Anderson Dr,Brewery,Romeoville,US,60446,IL,Illinois,,
Mickey Finn's Brewery,345 N Milwaukee Ave,"Rock Club, Brewery, BBQ Joint",Libertyville,US,60048,IL,Illinois,42.28630949,-87.9542932
Mike's American Ale House,5737 W Irving Park Rd,"Bars & Clubs, Restaurants, Breweries & Wineries, Brewery",Chicago,US,60634,IL,Illinois,,
Mim's Bar Grill,2005 2400th St,"Cocktail Lounges, Bars & Clubs, Bars & Pubs, Barbecue, Breweries & Brew Pubs, Restaurants, Atlanta, Restaurants & Bars, Cocktail Lounge Restaurants, Taverns, Bars, Pub Food, Bar & Grills,  IL, Bar & Grill Restaurants",Atlanta,US,"61723-9113, 61723",IL,Illinois,40.26652,-89.22322
Miskatonic Brewing Company,1000 N Frontage Rd,"Food & Drink, Breweries",Darien,US,60561,IL,Illinois,41.734417,-87.9702
Moof's Bar & Grill,501 E Buena Vista St,"Cocktail Lounges, Bars & Clubs, Bars & Pubs, Barbecue, Breweries & Brew Pubs, Pubs, Restaurants, Restaurants & Bars, Cocktail Lounge Restaurants, Taverns, Chester, Bars / Taverns,  IL, Bar & Grill Restaurants",Chester,US,"62233-1702, 62233",IL,Illinois,37.900991,-89.824913
Motor Row Brewing,2337 S Michigan Ave,"Brewery, Beer Garden",Chicago,US,60616,IL,Illinois,41.849945,-87.623276
Moxee,724 W Maxwell St,"American Restaurant, Brewery",Chicago,US,60607,IL,Illinois,,
Necta Sweet Inc,Po Box 3,"Flavoring Extract Manufacturers, Beverage Manufacturers, Breweries",Deerfield,US,60069,IL,Illinois,42.192941,-87.928579
Nepal House,2601 W Devon Ave,"Food & Beverage Services, Food & Beverage Consultants, Caterers, Brewer Equipment Supplies & Services, Indian Restaurants",Chicago,US,60659,IL,Illinois,41.997499,-87.694991
Nevin's Brewing Company,12337 S Route 59,"Brewery, American Restaurant",Plainfield,US,60585,IL,Illinois,41.65779577,-88.20314527
Norris Brewing Supplies,3717 N Kenneth Ave,"brewery, Beverages, Beverages-Distributors & Bottlers",Chicago,US,60641,IL,Illinois,41.9493,-87.73948
Northshore Brewing Supply,1898 Sunset Rd,"Winemaking Equipment & Supplies, Brewer Equipment Supplies & Services",Highland Park,US,60035,IL,Illinois,42.18702,-87.808634
Oak Park Brewing Co.,155 S Oak Park Ave,Brewery and Beer Bar,Oak Park,US,60302,IL,Illinois,,
Obed & Isaac's Microbrewery and Eatery,500 S 6th St,Brewery and American Restaurant,Springfield,US,62701,IL,Illinois,39.797028,-89.647644
Off Color Brewing,3925 W Dickens Ave,"brewery, Brewery",Chicago,US,,IL,Illinois,,
Old Bakery Beer Co,400 Landmarks Blvd,Brewers,Alton,US,62002,IL,Illinois,38.889213,-90.180267
Old Post Office Brewing,667 Lexington Sq W,"Tourist Information & Attractions, Restaurants, Breweries",Gurnee,US,60031,IL,Illinois,42.350466,-87.920853
Omars Tap,1115 Johnson St,"Cocktail Lounges, Bars & Clubs, Breweries & Brew Pubs, Pub Food, Cocktail Lounge Restaurants, Food & Entertainment, Bar & Grill Restaurants",Streator,US,"61364-1847, 61364",IL,Illinois,41.13278,-88.819217
One Trick Pony,17845 Chappel Ave,"Microbreweries, Breweries",Lansing,US,60438,IL,Illinois,41.572561,-87.571829
Onion Pub,22221 N Pepper Rd,Brewers,Lakebarrington,US,60010,IL,Illinois,42.186673,-88.183328
Only Child Brewing Company,1350 Tri State Pkwy,"Food & Drink, Breweries, Brewery",Gurnee,US,60031,IL,Illinois,42.37718,-87.95058
Opsahl's Tavern - Rockford,3301 11th St,"Restaurant, Restaurants, Breweries & Brew Pubs, Liquor Stores, Liquors-off Sale-retail, Pizza, Rockford,  IL, Restaurants & Bars, Bars / Taverns, Rockford Pubs, recreation, food and drink",Rockford,US,61109,IL,Illinois,42.2251,-89.0724
